251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
LOC118542699,BATF2,LOC118519226,LOC118522744,MYBPC1,CXCR6,RPL26,LOC116637992,FXYD7,TGM3,LOC118540837,EYA4,CHTF8,LOC118522744,LOC118547593,LOC118522744,LOC116632176,PYGM,LOC118542699,LOC112812023,RPL26,LOC118522744,ZNF324,LOC118019798,RSKR,LOC118522744,LOC118547907,LOC112828297,ACTN2,LOC118522744,LOC118554092,LOC118522744,LOC118540834,SLC4A1,TNNC2,CCL8L,LOC118540837,IFI6,LOC114201254,HTR6,CUNH7orf61,DYRK3,TBC1D1,COL1A2,SCUBE1,MCM10,KRT19,CA2,CREBBP,S100A8,IDO1,GFM2,LOC118522744,MATN1,LDLRAD1,IDO1,LOC118519579,LOC118536875,LOC118525418,LOC118019992,LOC118540193,ZNF75D,GPR33,LOC118001457,LOC118521062,LOC118549328,LOC118549328,ATP6V0A4,LOC118529186,LOC102730661,DYRK3,LOC116627476,LOC118545766,BATF2,LOC118551592,LOC118541542,PCGF2,PRR5,LOC112817888,CENPO,DYRK3,NEURL1B,LOC118555670,LOC118519254,LOC118522744,CD101,CCDC17,CCDC88C,LOC118555091,RPL26,LOC118549328,LOC118527518,RAX2,LOC118522744,OCA2,DPH2,FKBP8,CCL8L,LOC118522744,LOC118536875,PLEKHN1,LOC118522744,LOC113915911,LOC118555670,LOC116627476,LOC118540837,LOC118521062,LOC116626285,CHTF8,TNNI1,LOC118522744,ALDH1A1,NOL12,PHVIN,FUT11,IDO1,LOC116627476,DYRK3,IDO1,RAX2,LOC118553550,LOC112819547,LOC118554092,FHL3,WARS1,LOC118525418,HTR6,SOCS3,LOC115943143,TSPAN33,LOC118001829,NEURL1B,LOC118519254,LOC118527519,ZNF473,LOC114216928,LOC116641011,ATP6V0D2,LOC118522744,LOC118535276,OAS2,GGTA1,CCL8L,RPL26,LOC113925106,LOC118527022,LOC118522744,LOC118519335,LOC102744115,CCDC88C,LOC118522744,LOC113913255,LOC118522744,LOC116621816,LOC118522744,LOC116626842,LOC118525032,BATF2,LOC118522744,LOC118527461,OASL,PCGF2,LOC118547642,LOC118004056,TNFRSF1B,LOC116627476,LOC116622234,MTERF1,CKM,LOC118534775,RPL26,ZNF40,LOC118541592,LOC118547076,TNNT3,LOC112828297,LOC118522744,IDO1,LOC118522744,PON3,LOC118525972,IQSEC1,LOC118547593,IFI6,KLHL20,LOC118531235,LOC116622200,PPIL6,LOC118543833,LOC118535589,LOC118522744,LOC118535632,LOC118019798,LOC116627476,LOC116627476,LOC118529783,RNF121,TAMM41,WARS1,CACNA1I,IL5RA,PLEKHN1,NEURL1B,LOC110581091,TBC1D1,IFI6,ANKRD13A,AP1S2,PCOLCE,LOC118541778,LOC118548524,LOC118533920,LOC118522925,LOC118538968,LOC118001829,LOC116623212,NEURL1B,LOC118522744,ISG15,KLHL20,CENPO,LOC118547264,CSTF2T,LOC116627476,LOC118522744,IL15RA,LOC114203295,LOC118539917,LOC118539554,LOC118547839,PSORS1C2,LOC118532368,RPL26,LOC118547153,OCA2,LOC118519254,LOC118540059,ASUN,IDO1,HTR6,TGM3,LOC118522744,UHRF1,LOC118027077,SLC12A4,LOC118522744,LOC118519254,LOC118540837,TNNI1,LOC118546665
DPP7,NEB,LOC116627476,IFI6,LOC118008782,CD8B,RPL31,MB,LOC116628296,RNF121,LOC114203196,SORBS2,LOC118554092,LOC118540193,MX2,GNB1L,CELA1,EEF1A2,LOC118523673,CXCL1,COL1A2,INTS8,LOC118530338,LOC118522744,RPL26,LOC118537069,RPL26,LOC118544684,LOC118541542,RIN2,RPL26,DYRK3,LOC118547593,NCOA4,MYLPF,LOC118527517,LOC118530338,CSTF2T,LOC118525972,ZFP14,ANKRD2,CD300H,LOC118525032,ATP6V0A4,IFI6,RARS,TMEM267,DHX33,TMEM175,RPL36AL,BATF2,ADAMTS10,SLC6A4,WARS1,DYRK3,LOC118518704,LOC118522675,ACSL1,LOC118522744,LOC118522744,CAMK2N1,LOC118540785,IDO1,LOC118542699,GZMA,PTPN18,LOC118521062,LOC112827714,LOC118540059,COL1A2,ACP5,RNF121,LOC118535634,IDO1,NCOA4,LOC118554838,LOC118522744,LOC118525140,LOC118527461,EXOSC6,CA2,LOC118518704,LOC118550078,LOC118522744,LOC118543832,CCL8L,CCL5,LOC118529515,LOC118522744,LOC118535569,RSAD2,LOC118548416,LOC118527519,LOC118542699,LOC118543419,LOC116637992,SLC25A39,MX2,LOC118521062,WARS1,LOC118022172,LOC118520780,PSMB10,LOC118529783,MROH6,MTERF1,LOC118523439,LOC118553550,LOC113912950,LOC118530338,LOC118532663,IDO1,LOC118554387,LOC118527461,FN1,ALDH1A1,LOC118545766,NCOA4,BATF2,LOC118547907,LOC102744115,S100A11,TBC1D1,LOC118519191,HTR6,RPL26,FXYD7,LOC118538968,SF3B6,BCR,CA4,RRAD,LOC118522744,LOC118540837,PLEKHG3,LOC118522744,LOC118552749,LOC118536564,RIN2,LOC118543836,ZBP1,LOC112827714,ENDOG,S100A8,BEND5,S100A8,LOC118552749,LOC118542411,LOC116628296,DNAJC4,RSKR,LOC118528579,LOC118545918,LOC102732673,LOC118551979,LOC118552785,LOC118001457,IDO1,SF3B6,LOC118518698,LOC118540837,DDX11,LOC118528912,EIF2AK1,LOC118525972,CA2,LOC118519335,SF3B6,LOC118531327,LOC118534395,TRIM65,ITGA1,LOC118525418,HERC4,IL5RA,LTA,GGTA1,BATF2,LOC118527136,MAL,LOC118543419,LOC118025670,PCGF2,MX2,CKM,LOC118526458,SCUBE1,ALK,LOC118523874,CCDC88C,CENPS,TUBB3,ADAMTS10,MOGAT1,DYRK3,LOC118543255,NEURL1B,IFI6,C2,LOC118537069,COL1A2,LOC116643793,LOC116637790,RPL26,LOC118522744,COL1A2,STARD3,LOC118524998,LOC118525662,PLEKHG4B,LOC118550853,LOC118551979,LOC118529299,IFI6,MID2,LOC118522744,SLC4A1,RPL26,LOC118527513,ZMIZ2,LOC114220399,GIMAP7,LOC116637992,LOC118523232,LOC116628051,WARS1,TNNI1,CKB,DYRK3,SLC17A9,LOC118522744,UROC1,LOC118547567,CCDC180,SFRP1,LOC118527839,LOC116626842,OCA2,IL15RA,DYRK3,LOC116622085,LOC102746300,ESPL1,LOC118522744,LOC118522744,LOC118519254,LOC118522744,RSKR,MYOZ1,TPX2
WARS1,WARS1,PDE5A,LOC118547593,FGF1,KCNK3,RPL22,SHISA2,CD8B,CDCA3,LOC118519255,JAKMIP1,LOC118535634,LOC116623433,DDX60,LOC118543690,LOC118553192,TPM2,PROM2,CHTF8,RPL36AL,OCA2,LOC118544684,LOC118519335,LOC118529516,LOC118550122,WARS1,LOC115943143,LOC118553646,DUSP6,LOC116642905,LOC118543691,MAL,RNF11,DES,RASL12,LOC118550966,PON3,PRX,1-Mar,LOC118521062,DPP6,LOC118546870,CFAP54,OASL,IFT46,LOC116626842,LOC118525522,LOC118554438,RPL26,GPR33,COL1A2,LOC118554167,LTA,SCUBE1,LOC118522744,UHRF1,LOC116622234,LOC118520782,LOC116627476,SLC27A1,OAS2,BATF2,LCN2,LOC118550073,GRIA1,LOC118540775,LOC118551440,OAS1,DNAJC6,LOC118555802,ENTPD6,TRNAQ-CUG,WARS1,LOC118519875,LOC102746300,BST2,LOC118537451,LOC118555066,LOC118524727,LOC118542733,EEF1A1,TNNT1,LOC118529389,LOC118521062,PCGF2,LOC118520648,LOC118529516,ACP5,LOC116626842,MX2,OCA2,CCDC183,KANK4,WARS1,NFKBIB,BLVRB,PPP1R9A,WARS1,LOC118519358,LOC116627476,LOC118549948,APBB3,LOC118542733,DYRK3,LOC118555802,MPO,LOC101383955,LOC116626842,LOC118544429,LOC118527319,LOC118527710,TBC1D1,LOC118535942,OXER1,WARS1,LOC118537069,CA2,ETV7,LOC118539581,SH2B2,LOC118527271,PDAP1,PDZK1IP1,LOC113908989,LOC118543419,CCDC17,SH3TC1,LOC118547399,SCUBE1,LOC118540353,LOC118553550,LOC118545468,AGER,WIZ,ZNF75D,SDC1,LOC118551018,ACVR1B,LOC118518698,LOC118529187,RCBTB2,NHSL2,RPL36AL,LOC118524998,KMO,LOC102733279,LOC118521586,LTA,GGTA1,PDGFRB,PYGM,RPL26,LOC118555802,RPL26,LOC118524998,COL1A2,GPR33,PCGF2,LOC118543836,LOC118553831,COL1A2,LOC118547567,LOC118525418,LOC116628051,DYRK3,LOC118552335,HAUS3,DES,HMGN1,LOC118555410,CARNS1,LOC118528942,LOC118546825,MYLPF,LOC118519187,LOC118532663,LOC118025670,IFI6,LOC118527022,LOC116637790,TNRC18,LOC118540837,PCGF2,LOC118008782,IGHA,SLC37A4,ADGRD1,LOC118527461,LOC118534706,CHST15,ASAP3,SLC46A2,CA2,CA2,LOC118535634,LOC118525032,RPL26,LOC112827714,MB,LOC118533256,BATF2,LOC116638140,ENDOG,HACD1,AGRN,USP35,LOC118552901,LOC118550078,CCL8L,LOC118019865,LOC118537237,LOC118543691,LOC118523577,LOC118356272,LOC118519579,DYRK3,LOC118525418,OAS2,LOC118008782,LOC118533003,LOC118533256,FPGS,GSDMA,LOC114216928,BATF2,MYOZ1,WARS1,ATP5F1E,LOC118523442,WARS1,KLHL20,RPL22,LOC118542911,UBA52,LOC118522744,LOC118535589,LOC118019992,BCL2L14,LOC118541592,PUS1,LOC118554092,LOC118522675,LOC118528579,LOC118535589,LOC118529783,DCXR,LOC118554092,LOC118544429,LOC118543836
LOC118554092,ALDH1A1,LOC116637790,LOC118543692,PCGF2,CD8A,TROAP,LOC113913255,CXCR6,FAM160B2,C2,TUBG2,LOC118527710,LOC113932100,RSAD2,LOC118543603,LOC102730661,CSTF2T,LOC118017998,HAGRN,LOC118531142,ZFP92,LOC118547567,LOC118001457,LOC118519834,OCA2,BCL2L14,LOC118525418,LOC118550078,LOC118519579,RPL36AL,LOC118522925,FGF1,MBNL3,LOC118537834,PCGF2,LOC118527519,LOC118524544,LOC118534395,LOC118554903,COL1A2,LOC116627476,LOC118554092,MCM10,LOC118540785,LOC118525699,UNC80,LOC118545767,CTU2,LOC118526017,WARS1,RAB30,CXCL1,LOC118554092,ID1,LOC118525418,GTSE1,NCOA4,TREX2,LOC118519254,ARSD,LOC118016619,ALDH1A1,LOC118554092,LOC118547852,NT5C2,LOC118522744,COL1A2,PHACTR1,CRYL1,LOC118554167,IL15RA,LOC102748818,IL15RA,DYRK3,LOC118525524,LOC116638551,PARP2,METTL25,SUCNR1,ISYNA1,LOC112828297,DES,LOC118523440,LOC116622234,CFB,KCNK3,LOC116628296,LOC118542733,PFDN4,CCL8L,GDPD3,SUCNR1,LOC118545468,PSORS1C2,CEBPE,PSMD8,CMPK2,LOC118519142,IDO1,LOC116643970,LOC118519142,LOC118522744,LOC118542801,LOC118001457,FBXW8,LMAN1,COL1A2,LOC118547153,MYBPC1,LOC118529186,WARS1,PCGF2,LOC118543836,PLSCR1,IL15RA,CA4,LOC118533228,GPR33,CLEC4G,LOC118549893,HTR6,LOC118521062,LOC118554092,LOC118522744,LOC118546164,TBC1D1,LOC118554838,LOC118554387,LOC118524253,LOC118545766,OLFML1,LOC118523440,LOC118524998,CKM,LOC118555410,HTD2,LOC118542522,LOC113926567,IDO1,IRF7,LOC118519254,LOC118523235,ATP5F1E,NLN,LOC118550658,LOC116623064,TMX4,LOC118521212,LOC101383955,ADAMTS10,ZNF75D,LOC118520783,LOC118541176,SNRPD1,LOC118527381,LOC116641011,ALDH1A1,CCL8L,LOC112817888,VPS16,LOC118554387,TSPAN33,MYLPF,LOC116622203,SCUBE1,LOC116637992,CENPO,MB,IQSEC1,RPL22,UBXN11,SCUBE1,F2RL2,RNF121,RNF121,LOC118555410,ALDH1A1,LOC118549282,LOC118554092,LOC118529783,HMOX1,DUSP4,LOC113920445,TNNT1,FCER2,CA2,CERK,LOC118524724,LOC116641121,LOC118554838,GUCD1,LOC118540834,DYRK3,LOC118527396,LOC118529516,LOC118542913,CCDC183,BATF2,MYL2,CTSE,WARS1,LOC116622200,RPL22L1,LOC118519254,LOC116622085,LOC118528912,COL1A2,TNNT1,PCGF2,KLHL20,RNF11,ANKRD13A,LOC118554167,LOC118528942,LOC118520782,MPO,ATP5F1E,UBA7,LOC118526467,LOC116637992,STRBP,LOC118519987,DYRK3,COL22A1,TBC1D1,LOC118522744,A4GALT,LOC118519587,TRMT2A,LOC118553550,CENPO,ATP5MD,LOC116621816,DHFR,LOC118534507,LOC118525418,RSKR,WARS1,LOC118541542,LOC116628296,LOC118519834,GTSE1,LOC116639244,LOC118528331,LOC118550635,CARD19,EXOSC8,EEF1A2,MKI67
LOC118537598,IL15RA,FNDC3B,LOC118519254,LOC118526649,NKG7,LOC118551979,LOC118535942,RASL12,LOC118547593,BATF2,LOC118530283,LOC118534423,LOC118524998,CMPK2,LOC118529294,LOC118530024,LOC118020124,LOC118552785,SUCNR1,CCSER1,LOC118019865,LOC118546818,LOC118529516,ATP5F1E,KRT15,LOC116637790,PHVIN,TNNT1,PLEKHM3,IDO1,FKBP8,LOC118537513,LOC118548691,TNNT3,FXYD7,IL15RA,OASL,PGLYRP1,LOC118529186,PBX1,SEPTIN4,LOC118008782,GFI1,PCGF2,LOC118539435,SERPINC1,RNF121,LOC113935622,LOC118552716,ETV7,SPNS1,TNNT3,LOC118525522,BCL2L1,POP5,RRM2,SCUBE1,LOC118546164,TMEM71,LOC118528312,HERC6,WARS1,LOC118520648,ZNF75D,LOC118539554,LOC118530338,LOC118008782,LOC118533319,HAGRN,ANKRD9,MARCKS,LOC116646562,PDAP1,SLC36A2,LOC116648445,SHFL,LRIG2,DYRK3,LOC118019865,LOC116626842,RDH13,SFRP1,LOC118525524,LOC118553550,LOC118540837,CHI3L1,LOC118535634,TSPAN33,TMOD2,LOC118547593,IFI6,NECTIN2,LOC118529783,LOC110584100,CERS4,GRINA,TRIM22,TREX2,ALDH1A1,TBC1D1,LOC118546301,WARS1,LOC116637790,LOC118519335,LOC118530035,LOC118554092,MPO,LOC118544384,LOC116649306,LOC118542733,LOC118518704,LOC118531883,WARS1,DHX34,BATF2,LOC118545767,LOC118001829,LOC118540837,IDO1,TENT5C,ANKRD24,LOC118001457,RPL26,IFI6,LOC118522744,LOC118539554,AUTS2,LOC116628296,CA2,LOC118540837,E2F5,TBC1D1,IL15RA,LOC114203295,INSL3,LOC118527273,UHRF1,PDE4B,COL1A2,ISG15,LOC118554092,PCGF2,RPL31,RSKR,CCBE1,LOC118004056,ZNF485,MAD2L1,POP5,LOC102733279,PTPN18,LOC118533552,GATA1,RPL31,LOC118520290,STK11IP,WARS1,KCNK18,LOC118525418,DYRK3,LOC118541542,UBE2O,LOC118544097,LOC118521062,NCOA4,LOC118001457,SELENOK,MYL3,LOC118529512,RPL22L1,KCTD15,LOC118551018,LOC118526168,MYOM1,LITAF,LOC116627476,LOC118540371,LOC102730661,MTERF1,RPL26,CFD,AXL,LOC118519579,LOC118555292,IGHM,LOC118525524,LOC118529275,LOC118542547,LOC118530283,ANKS1A,PSD,PHVIN,LOC118549536,LOC118547239,LOC118527875,LOC118521277,RPL34,ALDH1A1,MYL3,LOC118019798,IDO1,LOC118535126,CACNB1,LOC118001457,LOC118555410,NUP133,PCGF2,DES,LOC118522744,LOC118522744,TENT5C,NDUFS3,DYRK3,HAVCR1,LOC118543064,MUC1,CELA1,LOC118527516,LOC118551430,SLC27A1,LOC118520453,ZNRD2,LOC118540059,LOC118520782,LOC118529186,DES,BATF2,RPL26,LOC118027077,CTC1,ABCC10,RPL34,LOC112818839,LOC118547176,LOC118546164,LOC118529186,LOC118004056,LOC118540837,LOC116627476,CDH1,LOC117997540,NHSL2,COG7,C1QL3,LOC118554150,CRYAB,COL1A2,TNNC1,COL1A2
ZNRD2,IDO1,FCRLA,LOC116626819,ITGB5,CCL5,SNRPD1,LOC118519255,CD8A,DUSP4,BRD8,RPL26,ATG4A,BTBD19,ZCCHC2,LOC118524278,LOC118541911,LOC118544429,WARS1,STK4,LOC118519587,LOC118547399,LOC118530283,LOC118535126,LOC118535634,NCAPH,IDO1,ALDH1A1,SLCO2B1,RUBCNL,WARS1,NCOA4,LOC118554167,DCAF12,LOC118534298,DHX58,TAP2,LOC118540837,FBP1,DYRK3,LOC113921361,DPP7,CENPO,LOC118544684,CCDC40,FBXL20,LOC116632176,DYRK3,STEAP4,S100A12,IL15RA,LOC118519834,MYLPF,HSD3B7,E2F2,ALDH1A1,ZNF40,LOC118026273,LOC118521062,CCDC88C,LOC118522744,LOC118552749,LOC118027077,GUCA2B,LOC118523235,LOC118547264,DXO,WARS1,LOC118527513,SCUBE1,ARL4A,GPR33,LOC118545767,LOC118545654,LOC114203196,CCDC88C,LOC118519254,GAL,SCUBE1,ABI3,ZNRD2,LOC118534081,MYL2,LOC118525032,TROAP,MX2,PROM2,TAF1A,TCFL5,AK6,LOC112827714,LOC118547593,REC8,LOC118521062,LOC118530998,OXER1,PSMF1,ZCCHC2,LOC118529303,BATF2,PCGF2,SH2B2,DELE1,LOC118519254,SCUBE1,JAM2,LOC118525662,RARS,RSAD2,ACTN2,LGALS1,SCUBE1,GCK,LOC118518698,CYGB,LOC118555802,DYRK3,LOC118545654,WARS1,CFB,LOC118551430,LOC118518698,LOC113925106,CCKBR,LOC118537069,LCN15,GGTA1,LOC118525418,LOC102743671,IDO1,LOC118532368,LOC118554184,LOC118543537,RHBDD3,DES,LOC118027077,LOC118540785,LOC118552109,PLEKHM3,LOC118544684,LOC118522693,BATF2,LOC116637790,LOC118532062,PDE5A,LOC118547593,GPR37,ATP12A,LOC118534081,STK11IP,LOC118542695,LOC118519335,LOC118527839,MUC1,PPA1,TAMM41,GGTA1,IL15RA,LRRC3,LOC118544684,CCL8L,LOC118523439,HPCAL1,PITHD1,ABTB1,LOC118525418,LOC118017998,PSMA2,MYLPF,LOC118535634,SNRPG,VASH1,LOC102746300,LOC118525699,TNNC2,PIAS3,TP73,LOC118525418,LOC118525034,CCL8L,LOC118527839,FBXO40,DHX58,LOC118547593,MYL2,CA2,LOC114222830,SIK1,LOC118521586,LOC118549536,EEF1A1,BTBD19,IL15RA,IL18,SCUBE1,PHVIN,PCGF2,RPL22,SESTD1,COL1A2,LOC118552248,GPR33,COL1A2,LOC118555410,LOC102730661,LOC112828458,LOC118522744,LOC118518592,KCP,MX2,LOC102730661,TBC1D1,HMBS,TAMM41,ALDH1A1,LOC118525662,COL1A2,LOC118520648,IRF7,CROCC,LOC116626842,LOC118524724,CENPM,LOC116626285,DCXR,IDO1,LOC118545258,SLC2A6,CD300H,LOC116627476,LOC118554519,DPAGT1,CCL8L,LOC116637992,PBK,LOC118523440,MFSD3,ZBTB7B,BATF2,SCUBE1,SCUBE1,LOC112812023,E2F8,LOC118550064,IDO1,LOC118536875,MAPK8IP3,PNPLA5,MYLPF,CIT
LOC118527271,LOC118545767,RPS15,LOC102733279,MYOZ1,ITPRIPL2,LOC118526945,DPP7,LOC118550072,SLC22A17,CFB,LOC118552207,PHVIN,CD72,IFIH1,LOC118536938,LOC118528942,SMAD9,GREB1L,RPL36AL,ZNF786,LOC118554123,CCDC180,LOC118535942,RPL31,LOC118527839,BATF2,LOC118532196,TNNC1,INPP4A,ALDH1A1,SCUBE1,LOC102740570,LOC118524253,LOC118520875,LOC118555410,BCL2L14,CCL8L,AGRN,TYMS,LOC118529186,LOC118542430,LOC118006433,PUSL1,PLEKHG4B,RTN4RL1,TROAP,ACCS,LOC118535767,LOC118520648,LOC118540837,CCDC183,LOC118519254,LOC116638140,CA2,CXCL10,TBC1D1,WARS1,LOC112819547,DYRK3,LOC118529516,LOC118542801,IL15RA,ZNRD2,LOC118550072,RRAD,CEACAM20,LOC118547622,GAB2,RNF121,SCUBE1,PROK2,DYRK3,LOC118555410,SCUBE1,RSKR,ROGDI,LOC118535590,SLC39A2,LOC118555670,PAMR1,LOC118540749,TNNC1,LOC118554167,LOC102733279,IFI6,MMP13,RDH13,LOC118520878,LOC118555523,ZCCHC2,RSAD2,ADAMDEC1,LOC118521330,BATF2,NKAIN1,FN3K,CFB,LOC118519066,IL15RA,LOC110580219,LOC118545954,SECTM1,PHVIN,MFSD3,CD300LF,LOC118026273,DUSP19,LOC118553550,MYLPF,LOC113932100,CD59,TLE2,LOC118542733,ANKRD22,LOC118540837,SCUBE1,SCUBE1,TAP2,RRAD,LOC114206176,MAP1A,LOC113913255,LRRC25,TRIB2,LOC116643793,RECQL4,LOC118543419,RAD52,HSPA2,LOC118524998,LOC118528912,LOC118554167,RPL26,MB,VWA3B,CARNS1,NHSL2,LOC118553363,LOC118535942,PML,IL15RA,MMP13,LOC118536626,ITGA6,PCGF2,CENPO,UNC93B1,METTL25,LOC113913255,GRID2,CRYAB,RPS24,LOC118552878,MYLPF,LOC102741116,KIF2C,GPR141,DNM1,MYL2,LOC118547070,RNF121,BACE2,LOC118532528,DHX34,ACSL1,TPP1,CISH,TNNT1,LOC118542733,RPL36AL,PPA1,LOC118552878,TBC1D1,LOC118522744,DUSP5,ATF7IP2,CD274,MAL,STK11IP,RPL36AL,KCNE3,IFIH1,LOC118540837,MYL3,LOC116628977,RARS,STAB1,SLC27A1,LOC118553550,TRBC,DPP6,IDO1,EDRF1,LOC118525418,LOC116637790,CCDC194,RPL31,GPR33,CKM,LOC118552244,RPL26,GPR33,LOC116622234,LOC118522450,LOC118541542,LOC118026945,LOC102744115,LOC118537598,OASL,BATF2,CUNH9orf40,LOC118529303,ARL2BP,CXCL10,LOC114217862,RHBDF1,LOC118533060,LOC118527515,LOC116628977,ABHD3,WARS1,ARL2BP,LOC118545767,LOC118520780,ALDH1A1,MYL3,ALDH1A1,LOC118518639,TENT5C,LOC118534298,CA4,PCGF2,LOC115940367,SYTL2,LOC116625113,LOC118006433,LOC118529600,CXCL10,LOC118019865,LOC118531202,LOC118524998,CENPF,PFKFB4,LOC118540371,LOC118544384,LOC118543956,LOC118518704,DES,RRM2
LOC118552514,LOC118524160,EGFL7,RSAD2,TTN,CST7,PFDN4,LOC118543836,CX3CR1,TKFC,C1QC,LOC118552911,GDPD2,LOC118534822,CCL8L,LOC114216928,LOC118519358,BRDT,PLOD1,LOC118525671,GK2,LOC118526097,LOC118527519,MIGA2,LOC118551979,LOC118519254,LOC118526649,SLC6A4,LOC118544429,ZNF114,LOC118537598,KEL,RSAD2,CA2,CKM,LOC118527514,LOC118529783,LOC118554785,CEACAM20,LOC118527396,LOC118555802,ABCG1,LOC118524727,LOC118518698,TBC1D1,LOC118540837,LOC118528912,DPP7,KBTBD7,LOC118518639,CXCL10,LOC118529314,TNNC2,LOC118540371,NCOA4,LOC118527710,MKI67,MFHAS1,LOC118550966,HTR6,LOC118551593,CCDC40,BCL2L14,TBC1D1,CCDC183,PON3,LOC118547593,KLHL20,LOC118527515,ISYNA1,UROS,IDO1,HTR6,ETV7,SLC4A1,LOC118534507,CCL8L,CHCHD7,NDRG4,ABHD12B,LOC118545767,LOC118554092,DPP6,DYRK3,LOC118539581,TMEM220,SLC18A2,LOC118535642,DYRK3,RPL22,PCGF2,CTNND2,CCR3,LOC118520782,IL15RA,ARNT2,LOC118530117,PCGF2,LOC118547176,LCN15,LOC118524998,LOC118530519,IL22RA2,WARS1,GLO1,LOC118550053,PSME4,WARS1,RPL26,TNNT3,1-Mar,GPR33,LOC118555643,SLC4A1,GPR33,LOC118534298,SLC41A3,LOC118026273,CALHM6,ETV7,LOC118545470,LOC118534423,DMTF1,SNRPG,QRFPR,IDO1,DAGLA,LOC115943143,LOC118519601,DYRK3,LOC118529186,LOC118546818,LOC118529512,LOC118529186,AATK,MATN1,LOC118022172,PDGFD,LOC118527262,NHSL2,LOC118527513,IDO1,MMP1,S100A12,HSPB1,S100A12,TMEM37,VSIG10,HRH2,SLC25A26,LOC118543654,TMEM177,LOC118523617,TGM2,S100A8,DOK1,LOC118541525,LOC101383955,LOC118541911,MB,ENTPD3,LOC118542631,ARHGEF12,LOC118527083,ZFP28,HSPA2,APCDD1,FASN,LTB,LOC118555802,CETN3,HSD11B1L,ATP6V0D2,LOC118524460,LOC118519164,LOC118001829,LOC118001829,WARS1,ENDOG,LOC118522744,LOC118554838,MFSD12,CFB,CCL8L,LOC118525032,LOC118535277,LOC116627476,LOC118528942,TAMM41,LOC118523706,LOC118523617,LOC118538911,GPR33,TROAP,HSPA2,LOC118540837,LOC118522744,SNRPD1,RNF11,CAPN15,LOC118527461,CALHM6,LOC110584100,DPP7,LOC116644586,PCGF2,PER1,LOC118540775,CKM,CCDC40,MOCS1,RPL26,HEBP1,LOC118525032,LOC118533552,IFI6,USP35,HACD1,LOC118529187,LOC118519168,LOC118554092,LOC113913255,SPAG7,CA2,LOC118520783,FGF1,AATK,ACTN2,LOC118543691,LOC114206176,FICD,LOC118545767,CCDC40,LOC118529303,TGFBR3,PHVIN,LOC118527381,LOC118539554,GPR33,LOC118555410,DYRK3,CCDC88C,RRM2,XG,LOC118552878,JRK,JRK,TBC1D1,LOC118550078,PHLPP2
