"","gene","logFC","logCPM","PValue","FDR"
"57","MMP9",-1.04032335416234,4.95459652413024,0.0218027897531685,1
"58","PFDN4",1.46426716132476,1.8974708144106,0.0225091901560018,1
"59","CPLX3",-1.52459362516552,3.15108660258142,0.0227930776784756,1
"60","LOC118551736",1.22680248809422,1.1653466285237,0.0227953362286901,1
"61","LOC118535204",-1.32956703817413,5.72403295508966,0.0231520726102642,1
"62","SPATS2L",-1.10911957116941,3.74661008063448,0.0237608527123382,1
"63","LOC118542534",-1.5683915245294,2.46667170169204,0.0243897352518938,1
"64","SORBS3",-1.01010855723718,3.53057059558989,0.0252363953363642,1
"65","CETN3",1.56998952035846,2.50188970393259,0.0253269628748307,1
"66","ENTPD7",1.04557049291086,3.28089646725905,0.0254514592011295,1
"67","KRT18",-1.11562215233811,2.08964195858834,0.0259658577939505,1
"68","ZNF567",1.01948477713123,3.09671599806519,0.026067191360024,1
"69","CPA6",1.04147675672052,2.54728713900082,0.0263315230119876,1
"70","CPA3",-1.407849432343,1.74835399406466,0.0268090040237742,1
"71","MRPL32",1.06681506496657,2.95570146365621,0.0279681832550308,1
"72","OLFML1",1.05582091298952,1.55961440639798,0.0280310002139712,1
"73","SRP14",1.32798116517552,4.68222952500643,0.0282503162185524,1
"74","LOC118518566",-1.4081313121135,1.26046319641993,0.0287507372280457,1
"75","ESF1",1.07475913907182,3.36610702070469,0.0288049797741973,1
"76","LOC115944353",-1.38169090577504,4.24937544443887,0.0288639220698697,1
"77","GPSM3",-2.53322056110623,3.30755905060194,0.0292805392732219,1
"78","H3C1",-1.28797337173618,1.7698100005137,0.0294562244754787,1
"79","PRKRIP1",1.06946681096016,1.25315522850539,0.0297002823538067,1
"80","GMFG",-1.15256750766012,8.2884435385568,0.0298229622979799,1
"81","BORCS7",2.52923912270058,0.667354813114958,0.029836007207112,1
"82","BNIPL",-1.22085498806668,1.50125853384327,0.0309553420120275,1
"83","USF1",-1.95943295879367,2.91325996644922,0.0310832579388034,1
"84","LOC116648911",-3.16029553033457,0.981790072508112,0.0315392030612435,1
"85","RPL22",1.19311219674309,6.05828621125915,0.0327194306836626,1
"86","SLC25A39",-1.84178663267755,3.28174553732643,0.032864921358887,1
"87","RPS20",1.54242308960903,8.15192756352283,0.0334059740665781,1
"88","LOC118528690",-1.46654489919635,2.52367082177655,0.0343326114773944,1
"89","PNPLA5",-1.30165306789622,1.53838586284164,0.0343627966996971,1
