"","logFC","logCPM","PValue","FDR"
"INSL3",5.00051405623037,-0.0429524469264743,0.0427453130389775,0.983975591807243
"LOC118528821",1.69176122551295,0.496541386386916,0.0428745495901459,0.983975591807243
"TAF1A",1.58912602510674,2.56297851002699,0.0430214888990804,0.983975591807243
"LGALS2",-2.19053331710795,1.17609754869117,0.0432287336934011,0.983975591807243
"TNNT3",3.60519748948548,1.33880313242671,0.0444308690276488,0.983975591807243
"TMCC2",1.35351699867384,8.07903101958302,0.0451379491686807,0.983975591807243
"LOC118539554",1.53224770048109,2.14529077405069,0.0455889233917853,0.983975591807243
"LOC118545157",1.94114449863501,2.31621022754193,0.0456588812121616,0.983975591807243
"GCSAML",-1.01232730246678,1.20954033359803,0.0463548127626396,0.983975591807243
"LOC118537501",1.06715468966264,0.864242172649848,0.0466819457984291,0.983975591807243
"LOC118539841",1.60092158207231,0.400633424058644,0.0471022226533361,0.983975591807243
"LOC118539438",-1.64728774874201,-0.409880637828585,0.0471692982159223,0.983975591807243
"RUFY4",1.33022329864705,2.05630026453637,0.0472070863021936,0.983975591807243
"PPFIA3",1.24910611933115,0.515917558985165,0.0478830013621321,0.983975591807243
"SPON1",-1.02350347973565,0.0144496554049345,0.0496446741797055,0.983975591807243
"LOC116626817",-2.57803015037898,0.183365686909838,0.0499492938278472,0.983975591807243
"LOC118531843",-1.17241905533058,-0.371406828821077,0.0499638442064457,0.983975591807243
