"","logFC","logCPM","PValue"
"A4GALT",0.49681682013413,7.836616785019,0.0807245604159302
"AAAS",0.154413111313313,5.42909548628437,0.597858039237957
"AACS",0.313497531640358,6.02698622950252,0.164733498496896
"AAGAB",-0.00749905953051893,6.65036599359788,0.965768425142467
"AAK1",-0.2391848888281,6.03636761830863,0.222258560304901
"AAMDC",0.492491510858823,2.42652547188757,0.282820800927054
"AANAT",0.626508805123411,1.4628543101664,0.245800023638762
"AAR2",0.139632536787272,5.71080258400503,0.573342430364004
"AARE",0.27588053106302,4.81039852115472,0.244264118401827
"AARS1",0.0381449911240426,1.0135398697009,1
"AARS2",0.174231959397854,1.86278540571805,0.662270070860293
"AARSD1",0.18915511096775,6.05459244433594,0.489534268017634
"AASDH",-0.302113280678358,4.78608380790269,0.342755643312555
"AASDHPPT",0.0671152368618871,5.28588247527907,0.7062701655063
"AATF",0.0636643387013109,5.80566644361038,0.814627203757515
"AATK",0.579099461189828,6.79069138371038,0.0367315608461373
"ABAT",0.245248802978133,3.66942559190986,0.371886766247769
"ABCA1",0.162171140426309,7.04703817978151,0.686170200810779
"ABCA12",-0.494149071479181,0.863987935722196,0.315384845321711
"ABCA13",-1.32782568551603,0.819556779086713,0.0163256525305106
"ABCA2",0.200968135112116,6.69554972892408,0.47420359236577
"ABCA3",0.282563257404919,5.3882576392522,0.277272749641922
"ABCA5",-0.472611047239166,3.16985014380535,0.169661253538482
"ABCA6",-0.0545693301397794,3.01622909700005,0.942522205062459
"ABCA9",-0.769877238878011,2.16191721002741,0.0243056934331391
"ABCB10",-0.285978383225409,4.17434142131297,0.353353090947015
"ABCB11",-0.0453098419870199,3.33257625972711,0.927723967284849
"ABCB6",0.138332684499624,4.91504363472814,0.749854865112358
"ABCB7",-0.276278726502887,5.10856502656709,0.248894422963179
"ABCB8",0.556193025941442,3.7393827223446,0.0806485128328726
"ABCC1",0.216837642516354,7.00403138629762,0.302807166240974
"ABCC10",0.411589117290546,6.0005387978212,0.0919003513840538
"ABCC3",0.152622800287297,6.1346111006355,0.585456813434071
"ABCC4",-0.279460629268224,3.27184225751272,0.416787995510142
"ABCC5",0.137981234202096,4.89642076637847,0.539134845135175
"ABCC9",-1.48923362784603,4.81088546763965,0.00111756558265595
"ABCD1",0.422059616298043,0.950374887345489,0.357092391064138
"ABCD3",-0.457462884435697,3.29995030857845,0.238908963030098
"ABCD4",0.126462540662703,6.39194383805641,0.525589122901356
"ABCE1",-0.508141811196045,5.59727903348899,0.133093543975694
"ABCF1",-0.588812104057756,2.23642836872523,0.0714362191460048
"ABCF3",0.164397741125256,6.91374420133373,0.410099580927463
"ABCG1",0.446600133301187,6.62119992241236,0.0288147223985907
"ABCG2",-0.166037948409021,5.33037196143174,0.397972028020862
"ABHD10",0.138491716968301,3.83366425814656,0.519412010415821
"ABHD11",0.411408236363651,3.48383592338966,0.229486401586479
"ABHD12B",-0.149993489959447,4.37691595707124,0.588313520722187
"ABHD13",-0.194777333849083,5.83443327881508,0.519819750430054
"ABHD14B",0.308204379535677,4.94892250029361,0.334374685335329
"ABHD15",0.206637540304369,2.43574128059127,0.517240256406391
"ABHD16A",0.281528531726303,7.19889869374459,0.164931379706714
"ABHD17A",0.464536904578289,7.18754773052803,0.0797739527018835
"ABHD17B",-0.184799984334542,3.79827591201261,0.597430091742053
"ABHD17C",0.100230812795023,3.69195644534532,0.697372738175639
"ABHD18",-0.592983887564139,3.85427620990333,0.163164123880605
"ABHD2",-0.094516237710104,9.58660029555653,0.689338536301488
"ABHD3",-0.164001829687124,4.85404460081993,0.556365013709072
"ABHD4",0.240428614759645,6.14922331563775,0.241763833632967
"ABHD5",-0.290158659466181,6.57402825874386,0.157094990738082
"ABHD6",0.1041483137304,5.85401458302984,0.607529432455489
"ABHD8",0.420356678517249,3.98216638283379,0.187709033917269
"ABI1",-0.431901295716848,7.3372566576419,0.0984906600950379
"ABI2",-0.269282509257901,3.61684788262143,0.451742074869597
"ABI3",0.0910648165936659,6.38194448543743,0.749110370124238
"ABITRAM",-0.519646946641879,2.06838698626222,0.151143343377393
"ABL1",0.206602975970774,5.22161430775621,0.383243491205939
"ABL2",0.142437572905257,3.81620295880962,0.659765744634039
"ABLIM1",-0.177441765840916,8.75860473208951,0.387805173272619
"ABLIM2",0.4335516952902,3.09735581000028,0.146099396232616
"ABR",0.294838211069057,7.64358767848433,0.161100423358508
"ABRACL",-0.27537431238446,0.941084382710581,0.462411047154242
"ABRAXAS2",0.0137301129409149,5.01315008856747,0.908934370799574
"ABT1",0.317757434624468,5.11165285613424,0.179432230586355
"ABTB1",0.115184650665279,11.1307972126499,0.6387916104619
"ABTB2",0.196336632833169,2.00225830211635,0.431312800084372
"ACAA1",0.273636307331231,7.57673317085249,0.324149385798357
"ACAA2",0.105916447252791,7.51931249449986,0.620276452287922
"ACACA",0.138242737997898,5.6828170054106,0.475322991495667
"ACACB",0.378419589952892,6.6897171846489,0.0612448655783907
"ACAD10",0.186556903167369,3.11277294269547,0.434296502282935
"ACAD11",-0.214603064304285,2.84890654881483,0.434193322225577
"ACAD8",-0.252983942956567,5.56044749901636,0.325212490651775
"ACAD9",0.391148626199705,5.7561906351368,0.0794774628172744
"ACADL",0.0830380380973566,5.56145421075346,0.671596068520051
"ACADM",-0.182060532903711,5.55720590766162,0.49595389994241
"ACADS",0.417275743947248,4.87743585861895,0.128104994846835
"ACADSB",-0.282769238637193,4.25315803092499,0.322341696629825
"ACADVL",0.254229236071836,7.5132225011951,0.289298437352752
