"","gene","logFC","logCPM","PValue","FDR"
"93","PLEKHG4B",-1.10180088449661,4.08092887651602,0.0102957415004322,0.354913653506457
"94","GPR141",-1.20456187451794,3.79988296132678,0.0104376626270267,0.354913653506457
"95","KPNA5",1.00274811143386,1.65097965267088,0.0108743931105737,0.354913653506457
"96","AXL",-1.1468509087609,1.69538563830448,0.0110957143673204,0.354913653506457
"97","SCUBE1",1.38711793321025,4.79187863200546,0.0112750367483515,0.354913653506457
"98","LOC118537908",-1.0873349435269,3.37529897384701,0.0112993775262825,0.354913653506457
"99","MAD2L1",1.09079539172704,1.57911006741501,0.0118504777904081,0.354913653506457
"100","CKM",-3.0905232188619,5.01043106411902,0.0120253513878957,0.354913653506457
"101","DEPDC1",1.00063533906144,1.47320797978623,0.0122604354714652,0.354913653506457
"102","CCDC40",-1.38523619864639,2.17500170387832,0.012827823503802,0.354913653506457
"103","LOC113920445",-1.35450249061784,2.89212693478576,0.0151996198255688,0.355457908796186
"104","TPM2",-1.02690079744822,3.47223874715524,0.0156949340092496,0.355457908796186
"105","MDK",-1.04419136973427,2.44425180006572,0.0158681994391598,0.355457908796186
"106","LOC116628887",-1.49056839141625,2.21722727187257,0.0158841342866206,0.355457908796186
"107","LOC118528690",-1.01704434986736,2.5245678514603,0.016135479323531,0.355457908796186
"108","EIF4G2",-1.55237804820769,3.24587602849795,0.0165343946564271,0.355457908796186
"109","RPL14",-1.13258204705621,3.11216227660283,0.0166370885598229,0.355457908796186
"110","KIF18A",1.03615470836193,1.53797485841409,0.0166755392330333,0.355457908796186
"111","SOCS1",-1.15971522415227,2.9917689685277,0.0173253075947807,0.355457908796186
"112","SMTNL1",-1.05887306566558,2.01884229232329,0.0180366301537378,0.358317741245512
"113","UBA52",-1.26281769530101,4.83526026855158,0.0182487050934878,0.358317741245512
"114","RUFY4",-1.04666201566705,2.73774480180024,0.0183683085976013,0.358317741245512
"115","TSNAXIP1",1.27682220866949,2.2342346151286,0.0190310952724636,0.358317741245512
"116","GZMA",1.01577766265813,3.73590318531079,0.019077439436377,0.358317741245512
"117","SLC4A1",1.12405452460892,5.89531175320907,0.0196510967623662,0.358317741245512
"118","LCORL",1.00185443292301,2.49201567809469,0.0197173093756877,0.358317741245512
"119","ISG15",-1.43331076340005,4.3105308421894,0.0219895031017782,0.35901642754736
"120","RPS12",-1.50816777658693,2.1436498386884,0.0228687259662754,0.360174526387244
"121","RTP5",-1.11615845206354,3.69065927305705,0.0231379682529259,0.36191214903306
"122","TXNIP",-1.61272101503279,5.96895499049621,0.0234783668795316,0.363808686463431
"123","SOBP",-1.05279274642197,2.0119701474255,0.0236697402528226,0.363808686463431
"124","HEMGN",1.37574313877521,2.12385278023886,0.0237527442352915,0.364027588973438
"125","COL1A2",-1.19387676624133,2.45714996722489,0.0238163363763665,0.364511589136674
"126","IFIT3",-1.2180208393355,6.02167262947173,0.0240684040937767,0.365294342219285
"127","AIF1",-1.0563278508661,1.91529618727571,0.0242203590388654,0.365294342219285
"128","DDX5",-1.44540074324739,4.44180101968807,0.0249128500841106,0.366834667185048
"129","MARCKSL1",-1.1208000665136,2.09617270528559,0.0252144638589706,0.366834667185048
"130","CHIT1",-1.21706940876189,3.55221969494899,0.0260570025307824,0.366834667185048
"131","ZBED6",1.11408643075703,3.83073867766709,0.0262571572362652,0.366834667185048
"132","MX1",-1.06737083356959,6.60853599648081,0.026333923467371,0.366834667185048
"133","RSAD2",-1.87271644949049,7.95138351786347,0.0290368635409495,0.371039495136725
"134","ANK1",1.0028139209296,5.03497708495329,0.0307823090673953,0.374182591363141
"135","RHAG",1.06717494238881,3.35559293366489,0.0390351256683444,0.380645162549437
"136","KARS1",-1.09980804374428,1.82672680230171,0.047505942762695,0.393651790477279
